PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
63.25,105.75,2.9,36.35,19.82,11.67,1.13,5.2,92.3,0,0,0,161
85,141,5.4,51.75,29.22,11.2,1.27,4.32,79.82,0,0,0,159
89.5,94,2.9,34.3,18.85,12.8,1.26,4.95,100.3,0,0,0,162
82.25,94,4.2,38.77,21.97,12.7,1.24,5.53,98.92,0,0,0,161
61.75,105.75,5.08,19.85,13.48,13.7,0.87,4.77,122.73,0,0,0,156
79,141,3.57,19.45,12.15,15.9,1.31,5.05,121.3,0,0,0,155
54.25,136.25,3.93,14.63,9.72,12.68,1.01,4.93,124.9,0,0,0,152
61.5,139,3.53,18.7,11.75,14.13,1.02,2.22,127.22,0,0,0,149
63,118,3.65,15.25,10.15,11.9,1.01,3.95,130,0,0,0,145
60.75,124.5,4.35,17.33,11.67,10.45,1.05,4.45,128.18,0,0,0,144
68.75,126,4.1,15.5,10.63,11.2,1.06,3.7,130.4,0,0,0,145
77.75,128.5,2.38,23,12.98,11.75,1.15,3.3,123.2,0,0,0,145
76.5,135.25,4.95,31.12,18.85,11.27,1.32,3.15,109.23,0,0,0,145
69,131.75,3.2,32.65,18.28,12.67,1.29,3.1,107.23,0,0,0,146
77.75,129.75,3.47,58.52,31.08,11.4,1.55,2.93,83.3,0,0,0,149
79.25,135.75,3.67,56,29.97,11.4,1.54,2.68,86.25,0,0,0,151
79.5,135.25,2.73,46.4,24.62,10.97,1.37,2.75,91.78,0,0,0,149
62.75,126.75,3.85,37.32,21.05,11.2,1.21,4.05,95.75,0,0,0,148
67.5,124.5,4.5,31.25,18.55,11.95,1.07,3.97,101.23,0,0,0,145
56.75,113.5,25.72,76.18,56.3,13.7,1.37,4.75,88.98,0,0,0,143
56,94,19.28,100.45,63.3,16.45,1.34,3.82,18.97,0,0,0,139
56,94,33.33,100.98,74.05,13.47,1.32,15.78,9.12,0,0,0,134
66,94,13,94.52,55.72,12.05,1.33,11.67,10.7,0,0,0,132
76,94,34.78,96.73,73.02,12.33,1.38,32.38,9.33,0,0,0,132
56,94,79.65,108.5,63.52,12.4,1.91,36.2,6.93,0,0,0,131
58.25,106.25,10.78,75.1,44.6,10.88,1.45,9.8,44.75,0,0,0,127
63.5,135.25,3.97,41.65,23.27,11.47,1.24,5.05,82.27,0,0,0,124
61.75,120.25,3.53,33.75,19.07,10.48,1.14,5.02,97.95,0,0,0,121
69.75,132.25,4.4,28.9,17.35,12.72,0.92,5.07,98.45,0,0,0,122
68,104,3.67,21.75,37.87,13.95,1.15,4.6,99.67,0,0,0,120
65.25,131,4.3,21.3,14.35,12.28,1.04,23.58,99.75,0,0,0,122
65,121.75,4.33,20.72,13.33,10.5,0.92,5.05,105.92,0,0,0,122
61.25,118.5,2.57,19.25,11.28,13.72,0.94,4.33,103.33,0,0,0,122
56.5,110.5,4.15,17.92,11.85,11.15,0.94,5.97,109.3,0,0,0,121
52.5,109.25,3.15,20.45,12.28,11.12,0.97,5.88,111.12,0,0,0,119
60.5,111.5,4.73,30.62,18.4,10.55,1.1,4.2,94.35,0,0,0,117
57.75,117.5,3.33,42.67,23.27,11.42,1.35,2.53,78.18,0.45,0.6,0.37,116
72.5,124.25,3.35,44.23,24.05,15.15,1.49,1.72,79.4,5.77,7.43,4.87,116
74.25,131,3.9,48.15,26.32,13.92,1.53,1.3,72.98,6.65,8.33,5.58,116
75.5,127.25,4.1,59.15,31.85,13.53,1.63,1.7,67.15,7.23,10.05,6.9,116
73.75,117.75,4.7,53.32,29.42,13.08,1.47,2.32,77.78,6.7,9.35,7.12,116
65.75,122.25,2.65,45.8,24.27,11.1,1.32,3.1,84.52,5.7,7.2,5.03,116
69.5,122.5,4.93,48.12,27.1,10.67,1.19,3.8,75.82,5.03,5.75,3.48,114
62.75,121,18.05,102.82,63.52,13.65,1.44,7.75,55.65,8.33,10.43,7.1,114
56,94,9.15,98.75,54.92,16.33,1.26,6.3,27.4,10.25,15.38,11.35,114
56,94,43.15,94.1,78,15.07,1.4,10.4,3.93,10.17,19.85,10.08,114
56,94,31,91.38,67.62,15.27,1.42,10.3,8.6,11.43,26.9,10.78,113
56,94,72.85,78.8,92.7,14.42,1.64,12.47,17.52,11.1,26.03,8.3,110
56,94,73.4,86.97,97.15,12.2,1.71,11.35,10.6,12.45,20.95,11.35,110
56,94,105.38,97.25,126.02,12.38,2.45,11.1,11.8,10.83,18.05,10.15,110
56,94,45.3,109.52,87.1,12.9,2.15,20.67,25.23,12.97,19.58,15.15,109
57.25,96.25,5.52,43.77,25.45,11.12,1.31,5.12,44.55,7.6,10.43,9.2,108
56.5,104,5.98,34.08,21.08,15.8,1.12,4.33,76.65,2.8,3.7,2.7,107
42.25,105.25,4.43,21.55,13.8,17.65,0.96,2.9,93.12,0,0,0,107
47,105.5,3.35,20.28,12.4,15.22,0.97,3.18,103,0,0,0,106
51.25,106,4.98,15.25,11.17,16.03,0.89,2.6,90.2,0.05,0.1,0.05,106
46,92.25,3.78,15.43,10.33,15.67,0.88,2.25,92.42,26.87,23.55,28.28,106
55.5,102,3.92,17.85,11.6,22.35,0.93,2.25,83.35,19.68,16.73,17.07,105
57,120,5.2,21.33,14.25,19.9,0.94,2.22,75.93,39.95,40.9,37.65,105
51.25,113,4.5,25.8,15.95,8.05,1,0.93,69.6,18.5,24.9,12.77,105
,,,,,,,,,,,,105
,,,,,,,,,,,,104
,,,,,,,,,,,,104
,,,,,,,,,,,,103
,,,,,,,,,,,,102
,,,,,,,,,,,,102
,,,,,,,,,,,,101
,,,,,,,,,,,,100
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,0,,0,,,0,0,0,
75.75,137,5.8,44.95,26.23,11.1,1.19,1.42,84.7,8.28,14.77,0.1,
66,134,6.1,31,19.65,13.8,1.1,0.55,79.95,7.35,15.45,0.1,
59,109.75,9.38,16.52,14.98,17.9,0.86,42.05,92.7,4.68,10.77,3.87,
51.5,102.75,4.27,15.78,11.65,11.7,0.93,4.23,99.88,5.75,8.85,3.6,
58,102.25,3.47,21.67,13.17,16.33,0.96,5.1,107.85,5.67,9.72,3.35,
64,103,4.23,17.33,11.57,16.58,0.91,5.65,112.62,5.85,10.27,3.08,
64.5,106.5,3.2,17.62,10.95,11.57,0.91,5.08,112.05,5.17,6.6,2.65,
67.75,109,3.45,20.28,12.45,10.6,0.96,4.05,111.58,5.75,8.02,3.65,
71,113.5,4.1,28.9,17.1,10.83,1.06,4.12,90.18,6.88,11.13,12.55,
65.25,118.5,5.05,36.1,21.32,12.5,1.28,4.68,87.1,8.73,14.97,9.57,
68,120.5,4.8,42.02,24,16.5,1.38,5.13,86.83,10.25,19.18,9.88,
81,125.5,4.25,39.43,22.4,17.6,1.37,6.12,90.72,10.25,19.45,9.45,
89,131.75,3.5,43.9,23.97,16.02,1.41,5.6,84.72,10.05,17.03,8.22,
83,141,3.7,44.52,24.45,15.42,1.38,5.92,79.4,10.53,16.52,8.73,
56,144,3.38,41.57,22.72,13.2,1.3,5.77,90.42,10.72,15.9,8,
66.5,140.5,3.18,24.95,14.52,13.03,1.19,5.38,101.33,8.9,20.07,4.4,126
98,139.25,2.85,18.5,11.1,13.35,1.06,4.57,105.73,8.4,23.28,2.5,132
97.25,138,4.02,13.67,9.65,15.55,1.02,4.67,167.33,7.6,20.3,1.52,199
92.5,130.25,4.17,19.65,12.65,21.12,0.98,5.68,91.32,7.35,9.45,1.38,199
83.75,124.25,4.55,21.85,14.03,15.97,0.99,5.92,103.5,6.67,9.1,1.12,199
82.25,124,4.12,25.78,15.63,15.35,1.06,6.42,105.12,7.7,10.6,1.25,199
89,130,5.43,40.8,23.88,15.93,1.15,5.57,84.8,8.63,16.08,1.95,199
89,138,5.15,50.3,28.35,12.2,1.2,4.52,75.95,10.5,34.28,3.07,199
64.25,142.25,3.25,39.58,21.67,12.3,1.17,4.32,78.92,11.4,20.65,4.75,199
88.25,137.5,4.72,32.3,19.28,14.55,0.9,4,92.25,9.83,12.57,3.45,199
85.5,134.75,3.1,17.72,10.95,19.57,1.4,4.18,108.37,9,13.55,2.75,152
84,122,2.52,19.35,11.35,19.57,0.93,2.85,108.58,7.9,9.53,1.97,155
66.25,107.25,3.8,9.2,6.73,11.77,0.99,4.45,112.77,7.57,7.18,1.8,158
61,111,4.02,16.2,10.88,17.53,0.99,4.97,115.2,7.22,6.3,1.47,158
82.25,118.5,2.85,15.32,9.58,15.73,0.97,5.25,114.72,6.98,5.12,1.33,160
86.5,118.75,3.45,16.93,10.85,13.1,1,4.95,107.73,6.8,4.7,1.03,164
76.5,114,3.3,15.6,10.08,11.25,0.96,4.3,108,6.93,5.92,1.45,165
77.5,121.5,3.8,21.25,13.15,12.25,1.08,4.5,104.65,7.65,8.35,2,166
87.75,131.5,3.9,26.28,15.7,12.9,1.26,3.98,100.12,8.62,10.35,3.05,169
93,128,2.55,33.87,18.4,17.5,1.35,4.38,88.6,9.9,12.45,4.45,172
91.5,121.5,3.95,28.12,16.67,18.43,1.27,4.43,93.45,9.8,11.58,4.23,174
87.25,121.25,4.6,35.9,20.92,17.05,1.4,4.72,81.35,9.3,10.42,3.62,173
86.75,124.25,3.07,38.32,20.97,16.82,1.34,4.77,74.42,11.37,15.67,7.05,174
82.75,124.25,3.67,35.62,20.08,14.2,1.24,4.62,73.12,9.88,11.22,4.2,178
78,129,3.7,23.7,14.32,12.78,1.15,4.37,83.2,9.47,10.93,2.85,179
74,127,4.42,16.75,11.43,13.15,1.09,3.1,92.23,8.83,26.93,1.83,176
77,126,3.78,19.6,12.38,17.73,1.08,2.95,193.82,8.5,18,1.18,265
98,130,3.93,44.5,24.58,21.1,1.03,3.58,56.6,8.85,11.28,1.22,265
88.75,129.5,4.03,24.35,14.85,16.03,1.06,4.38,82.58,8.45,9.05,1.1,265
82.25,115,36.75,77.4,65.13,16.25,1.38,4.72,15.47,10.88,13.1,2,265
56,94,73.8,77.62,92.88,15.18,1.87,6.3,9.08,17.52,31.57,7.78,265
56,94,92.62,79.97,108.05,14.52,2.36,9.63,8.05,22.25,37.62,16.38,265
56,94,74.05,107.47,107.55,12.67,2.61,20.27,12.67,25.28,44.47,25.13,265
66.25,99.25,4.95,48.3,27.25,13.4,1.34,7.32,61.15,19.58,35.3,22.38,265
94.75,115.25,3.35,37.2,20.6,16.97,1.37,3.38,77.12,10.37,15.65,6.77,162
80.75,112.5,9.42,16.8,15.5,19.5,1.19,42.2,87.9,9.6,13.38,4.98,162
60.75,101,4.38,13.8,10.72,14.43,1.1,3.55,84.08,7.98,12.02,2.48,161
61.5,96.75,4.7,17.43,11.97,14.62,0.99,2.65,73.48,7.22,15.18,2.15,161
49.75,94,4.27,17.2,11.6,14.22,0.94,2.4,74.48,5.9,8.3,1.85,157
53.75,97.5,4.45,15.27,10.78,20.38,1.1,2.1,72.23,6,6.05,1.6,152
50.5,98.75,3.85,16,10.88,21.93,0.94,2.3,66.98,6.42,6.95,1.63,149
54,97,4.32,20.75,14.55,21.93,0.79,2.2,,5.95,7.57,2.02,145
62.5,94.75,3.1,29.5,18.22,13.35,1.04,4.05,55.98,7.35,11,3.75,142
66,95.25,2.37,26.58,16.07,11.45,1.06,5.05,56.52,8.45,13.15,5.1,138
54,90,2.75,31.95,19.28,11.12,1.13,4.7,53.25,8.25,11.37,4.3,133
66.5,94.25,3.73,38.38,23.45,11.6,1.22,4.9,45.73,8.98,14.75,5.38,130
64.5,103,4.7,28.13,18.8,11.08,1.07,5.05,49.93,10.5,17.32,7.78,127
69,97,4,21.33,14.6,11.1,0.91,4.07,54.85,7.52,9.92,3.32,125
77.25,99.5,8.02,45.37,30.67,10.8,0.94,4.05,38.57,6.5,6.72,1.92,125
82.5,139.25,47.38,76.6,79.27,10.53,1.1,6.05,3.72,15.67,23.38,7.38,126
87.5,208.25,62.12,68.68,87.02,13.3,1.13,8.78,60.35,17.65,30.22,13.5,128
116,206,53.45,62.92,76.9,16.53,1.15,11.38,13.95,18.05,29.48,15.98,130
101.75,213.5,63.48,57.75,82.3,11.95,1.21,16.22,3.65,17.75,29.32,14.42,132
103.25,220.75,71.28,53.97,86.65,11.75,1.38,17.6,3.35,19.4,30.92,14.57,135
115.5,230.75,113.88,50.73,119.57,11.55,1.5,14.53,3.6,18.62,29.93,13.7,143
135.5,251.5,89.02,61.12,104.9,12.75,1.76,19.83,3.27,22.35,31.53,19.92,154
150.25,307,46.95,92.15,87.18,11.98,1.96,23.95,10.93,23.57,40.08,25.35,167
146.75,301.25,22.45,77.33,59.35,15,1.2,40.97,23.15,20.2,32.8,21.08,178
95.75,201.75,11.08,74.07,48.4,18.07,11.35,34.75,41.88,12.82,17.67,7.7,219
89,189.25,8.98,35.1,25.95,17.75,1,,73.67,12.3,16.4,5.48,219
87.25,154.25,118.45,16.12,103.85,11.85,0.9,138.97,90.93,9.3,12.77,3.13,219
82,128,3.75,26.7,17.28,16.13,0.82,,82.32,7.08,12.55,1.95,219
70,106,3.4,28.2,17.75,15.05,0.77,2.5,79.55,5.65,7.9,1.4,219
72,95.75,335.92,,268.4,7.25,0.72,7,59.08,6.35,8.45,1,219
48,76.5,39.55,12.03,36.68,10.6,0.68,5.67,60.35,5.05,8.4,1.22,219
55.25,84.75,3.45,19.43,13.15,9.73,0.75,4.27,54.95,6.43,10.53,1.4,219
51.75,85.25,3.42,26.47,16.88,10.23,0.9,6.5,47.18,7.13,9.05,2.32,190
57,80,4.9,25.4,17.4,10.9,0.93,5.9,48.4,12.4,14,4.7,189
,,,,,,,,,,,,193
,,,,,,,,,,,,197
,,,,,,,,,,,,201
,,,,,,,,,,,,204
,,,,0,,0,,,0,0,0,206
73.25,96.75,11.97,37.37,29.6,10.7,0.87,8.08,26.32,7.73,15.28,5.13,205
,,,,,,,,,,,,206
,,,,,,,,,,,,201
108.5,197.5,50.18,52.03,68.45,14.25,1.3,25.55,7,19.77,30.8,15.45,202
107,169,61.6,48.7,76,13.1,1.35,22.4,,20,31.3,14.8,203
,,,,,,,,,,,,198
,,,,0,,0,,,0,0,0,
121.25,228,62.07,68.17,86.75,11.3,1.68,14.02,9.8,19.78,35.37,22.92,
107.25,191,3.75,22.8,15.17,13.73,0.74,8.35,48.65,11.83,25.27,11,
55.25,91.75,4.25,16.72,12.35,17.55,1.46,7.23,58.5,6.5,13.73,3,
58.25,94,4.9,9.73,8.1,14.75,0.76,5.47,59.82,5.85,15.15,2.2,
57,76.25,4.43,11.7,9.8,13.68,0.75,7.02,62.07,4.62,9.95,1.47,
58,78,4.65,13.88,11.15,12.4,0.78,7.23,64.22,4.3,7.9,1.25,
55,83,3.27,10,7.97,12.48,0.8,7.55,71.95,4.68,8.9,1.05,
65,89,4.3,10.18,8.9,11.3,0.78,7.65,67.7,4.48,7.28,0.8,
64.75,88,3.33,12.15,9.15,9.9,0.72,7.55,61.17,4.42,4.65,0.95,
54,83.75,3.6,14.55,10.65,10.72,0.7,7.38,56.92,4.4,5.53,1.15,
51,80,3.68,16,11.53,10.9,0.79,7.3,54.65,4.07,5.4,1.2,
52.25,81.25,3.32,20.18,13.43,12.27,0.83,7.3,44.38,5.45,8.35,2.17,
40.5,69.5,3.77,19.25,13.27,13.08,0.8,8.07,43.93,4.88,7.6,2.17,135
30,59,4,23.4,15.8,11,0.87,8,39.2,5.3,9,2.5,127
,,,,,,,,,,,,127
,,,,,,,,,,,,127
,,,,,,,,,,,,127
26.75,39.5,1.18,7.3,4.83,5.4,0.32,3.05,21.75,2.1,2.15,0.6,118
60.5,110.5,24.3,35.9,38.85,16.83,0.81,6.92,143.63,4.95,8.4,1.12,164
64,143.25,40.62,47.65,58.35,16.98,0.86,12.75,17.07,11.77,29.18,4.78,164
67,147,62.77,50.73,78.02,10.2,0.87,34.05,4.73,11.85,26.03,6.12,164
85,181,69.8,45.4,80.9,11.3,1.16,20.5,4.3,16.2,27.4,9.4,164
85,181,91.3,44.38,97.88,11.9,1.52,20.58,4.32,20.6,33.97,15.6,164
,,,,0,,0,,,0,0,0,164
108.5,223.5,37,64.97,64.63,14.03,1.58,15.77,23.85,19.85,37.28,19.4,164
121.25,200.25,3.53,30,18.82,16.85,0.89,8.5,67.58,11.1,18.92,7.9,164
99.75,167.25,4.17,18.2,13.05,19.93,10.9,8.05,79.17,9.32,12.8,3.7,213
93,151.5,8,10.5,12.03,16.55,0.85,,78.77,7.55,8.58,2.07,213
85.75,137.5,121.77,7.1,101.75,13,0.79,7.77,78.43,7.17,9.55,1.87,213
87.75,135,3.32,15.22,10.8,15.92,0.86,6.4,82.57,7.03,8.68,1.92,213
78.75,132.75,3.05,11.52,8.58,15.15,0.85,6.62,89.85,6.25,5.9,1.45,213
84.25,133.5,3.57,13.4,10.05,13.33,0.88,6.15,83.55,5.72,4.45,1.08,213
92.5,131.75,4.07,12.67,10.05,11.8,0.83,6.43,83.33,6,4.32,1.18,213
89,140,4.55,17.88,13.25,12.38,0.89,5.88,83.1,6.15,4.73,1.25,213
90.75,140.25,3,22.7,14.5,12.17,0.97,6.25,77.23,8.05,9.53,2.75,157
88.25,141,3.43,21.12,14.02,13.5,0.96,6.45,72.52,8.83,12.6,4.58,163
,,,,0,,0,,,0,0,0,170
92.75,123,4.32,23.63,16.07,14.1,0.99,6.3,66.02,8.18,9.88,3.62,181
95,129,4.7,20,14.5,12.6,0.9,6.9,72.1,8.4,10,3.6,183
,,,,0,,0,,,0,0,0,183
88,131.5,4.53,20.33,14.5,12.17,0.7,8.17,67.28,5.8,4.05,1.12,183
97.5,143.25,3.62,21.28,14.28,13.33,0.64,8.8,65.88,5.68,3.7,1,194
117,154.75,3.55,37.45,22.8,15.13,0,9.3,94.2,5.55,4.85,0.78,203
115.75,178.75,3.25,31.55,19.38,14.92,0,13.9,43.62,7.4,12.97,1.08,212
,,,,,,,,,,,,216
,,,,0,,0,,,0,0,0,218
104.25,176.75,13.2,58.55,41.85,13.3,1.02,12.3,12.23,8.53,54.35,1.72,221
112,200,22.03,66.32,53.2,13.75,1.2,12.6,11.2,11.15,44.95,4.67,224
113.25,213,19.65,68.9,52.6,12.15,1.22,16.77,14.53,12.4,33.65,8.95,224
108.25,193.25,20.53,75.27,56.73,14.05,0.81,36.88,18.12,10.62,29.95,7.08,222
110,181.25,13.9,70.65,48.9,20.4,11.17,34.47,27.25,10.18,25.25,4.93,224
106,178.75,9.48,26.43,21.75,17.52,0.88,,50.85,11.38,24.35,6.87,226
81.25,140.25,236.17,3.88,191.95,8.2,0.74,2.65,62.85,7.28,14.97,4.42,225
70.5,109,4.25,13.57,10.65,14.58,0.66,,68.63,7.7,17.73,6.37,222
72,110.5,3.9,12.1,9.6,13.67,0.61,2.2,61.75,5.63,11,2.93,221
72.5,108.5,4.57,12.83,10.55,13.4,0.62,2.75,54.5,6.45,13.22,5.18,219
76,120,4.07,17.5,12.62,10.97,0.6,2.65,49.4,7.22,10.28,3.22,217
82,132,4.45,21.55,15.07,11.62,0.69,4.12,54.13,8.85,8.48,2.55,217
80.75,124,3.12,28.77,17.88,12.3,0.9,9.85,47.8,9.8,13.05,5.15,214
79,137,5.68,40.12,25.93,12.58,1.13,8.5,37.13,12.6,13.5,5.28,212
89.5,137.75,16.88,71.22,51.6,14.3,1.78,8.7,14.42,21.55,26.28,15.35,212
106.75,168.25,19.02,71.88,53.7,13.55,1.88,11.38,17.45,18.88,32.37,23.93,214
116.25,207.25,15.85,70.98,50.68,13.73,1.67,12.43,11.27,20.62,32.83,24.35,217
111,232,13.8,65.3,46,17.35,1.35,11.58,2.9,26.27,27.6,16.52,220
108,259.25,9.48,67.83,43.75,13.67,1.06,9.85,8.85,20.55,22.38,9.53,223
117.5,195,7.97,67.97,42.6,13.62,0.9,10.2,9.7,14.07,15.25,4.92,226
121,174,5.47,62.6,37.75,14.7,0.78,8.77,72.2,11.5,10.53,2.87,226
108,149.25,3.85,43.05,26.05,16.57,0.7,7.45,31.35,6.95,5.38,1.47,225
94.5,139.25,5.47,37.15,24.2,14.08,0.71,8.95,26.02,6.1,4.6,1.18,225
93.5,144,5.17,49.3,30.38,12.68,0.8,10.95,13.65,5.53,4.6,1.1,224
105,156.25,15.65,58.53,43.82,12.05,1.07,8.12,7.05,7.65,8.35,2.28,224
112,191.5,35.07,67.73,64.55,12.28,1.38,13.05,4.07,13.37,23.1,7.05,224
122.75,209.75,19.1,66.87,51.07,12.9,1.3,33.75,19.5,15.6,29.05,12.62,226
110.5,184.75,6.25,38.82,25.73,14.38,0.87,13.7,53.23,14.7,20.55,9.52,226
82.5,142.5,4.4,16.6,12.43,17.15,10.84,5.43,77.8,6.95,9.2,3.8,222
75.25,123.75,6.7,12.05,11.85,15.03,0.68,,72.48,5.35,5.95,1.75,218
74.75,115.5,235.6,5.02,192.12,6.87,0.79,4.95,77.02,5.87,6.22,1.33,217
70.5,107,3.9,13.6,10.4,13,0.78,4.27,76.2,4.47,5.17,1.3,217
72.5,106,3.77,13.68,10.38,13.15,0.77,5.67,47.45,4.02,3.88,1.3,217
83.25,108.25,3.53,13.25,9.9,12.57,0.72,7.95,61.9,4.08,3.85,1.22,218
107.5,111,3.35,13.15,9.73,10.23,0.67,5.03,61.9,4.85,3.67,1.1,223
96,120.75,3.5,19.05,12.97,10.08,0.69,4.6,59.38,9.7,5.8,1.75,225
65.5,103,4.62,25.63,17.4,10.42,0.82,3.93,58.75,13.87,7.62,2.35,223
65.5,99.75,6.15,48.28,30.62,10.88,1,12.67,39.98,13.15,12.72,5.05,221
70,108,7.2,57.67,36.5,12.35,1.27,8,29.35,12.17,18.15,9.25,218
75.75,134.25,15.48,72.72,51.27,12.35,1.35,13.1,13.08,12.12,21.35,12.53,214
92,180.5,9.4,69.57,44.65,12.2,1.24,10.8,13.67,15.98,21.75,12.75,210
89,191,9.25,65.25,42.22,11.1,1.16,8.6,16.5,16.25,18.95,9.57,207
78.25,141.25,4.82,50.9,30.97,10.38,0.82,9.15,26.5,9.2,13.15,5.93,203
60.75,107,3.55,25.62,14.55,10.8,0.6,7.2,47.03,5.88,8.83,3.5,195
46.75,110.75,42.73,59.6,66.43,12.5,0.73,14.25,72.42,4.75,5.22,1.75,185
76.5,151.5,3.45,24.47,15.83,14.23,0.55,12.3,45.02,6.67,8.4,3.25,181
58,159.75,75.87,62.8,95.1,11.73,1.03,15.97,9.3,6.55,7.3,2.03,176
108,280,83.88,71.7,106.38,11.43,1.27,14.15,2.6,19.5,29.83,11.92,178
109.75,226.75,77.8,68.95,99.95,10.65,1.37,9.85,3.83,18.27,31.48,15.2,178
105.75,188,13.45,56.82,41.18,11.98,1.22,6.7,17,14.2,22.08,10.75,177
83,135,5.25,28.15,19.23,10.5,0.92,3.85,43.95,9.33,12.88,5.1,172
64.5,109,2.33,18.4,11.7,11.7,0.57,1.95,60.03,5.2,9.68,2.92,165
51.25,93.5,3.08,17.18,11.67,13.12,0.68,1.98,62.3,4.17,14.48,1.75,161
58.5,103.25,10,11.35,14.1,13.95,0.61,,63.3,5.05,12.12,1.85,159
46,101.5,119.25,7.45,99.87,10.7,0.57,3.95,66.65,3.28,5.45,1.32,155
34.25,77,3.8,11.4,9.17,11.95,0.58,4.23,64.2,2.77,4.95,1.25,150
43.75,80.5,3.45,9.8,8,11.3,0.54,3.97,62.75,2.62,3.27,0.97,146
42.25,83.75,3.15,11.1,8.48,10.92,0.55,3.97,63.93,2.62,3.7,1.08,140
43.5,89.75,3.73,11.73,9.25,9.88,0.57,3.88,68.98,2.78,5.6,1.18,131
54.5,93.75,2.5,16.35,10.45,10.83,0.61,4.33,81.95,3.57,6.65,1.6,125
56,98.5,3.55,21.05,14.07,10.7,0.78,5.55,74.27,4.78,10.1,2.93,124
58.75,98.5,3.97,24.45,16.22,11.6,0.81,7.02,74,5.35,11.42,3.7,123
66,101.25,2.17,21.08,12.97,13.45,0.76,7.5,89.45,4.98,9.28,2.97,123
62,95.75,2.7,18.97,12.33,13.2,0.71,7.25,80.67,5.28,8.25,2.82,121
59.5,95,3.02,12.45,9.08,12.45,0.54,6.95,70.28,4.32,6.05,2.22,117
61,95,3.08,11.92,8.88,12.62,0.49,6.43,73.73,3.32,4.25,1.37,114
73,131.25,28.45,51.48,50.53,10.38,0.88,7.18,40.33,2.77,2.9,0.95,114
96.25,275.25,60.5,82.35,93.03,10.8,1.17,10.6,7.82,10.58,17.77,7.48,119
110.5,330.25,84.23,77.73,109.82,12.78,1.17,8.88,70.25,12.57,21.62,8.7,125
110.5,308.75,49.25,65.95,75.12,16.45,1.05,9.25,24.95,13.72,26.9,10.83,130
124.75,293.75,64.33,59.03,83.73,13.3,1.12,10.22,2,16.05,32.08,15.75,139
123,273,64.17,54.53,81.18,13.35,1.2,13.8,4.62,14.35,27.6,11.77,141
112.25,245.75,67.08,65.32,89.27,11.75,1.23,13.85,4.67,15.12,26.67,13.12,142
126.25,296.75,53.95,74.17,83.33,11.93,1.6,15.05,7.15,17.45,30.97,16.77,145
155.25,281.25,30.52,87.9,71.6,12.9,1.67,23.38,14.4,19.35,33.95,19.62,155
135.5,134.75,7.85,52.35,34.22,14.08,0.82,25.27,50.07,13.55,23.33,12.95,165
87.75,17,3.5,19.9,13.45,16.7,10.86,10.95,77.43,5.48,8.02,3.15,212
79.75,59.5,9.18,14.23,14.97,15.75,0.73,,85.48,3.95,5.43,1.85,212
88.5,116.25,117.92,8.12,99.15,12.12,0.64,9.27,76.77,4.8,5.7,1.75,212
75.25,110.5,4.1,11.65,9.55,13.62,0.67,8.97,82.85,4.6,4.5,1.37,212
84.25,115.5,3.47,12.4,9.4,12.65,0.62,7.62,83.5,4.42,13.6,1.25,212
78,110,3.35,11.22,8.7,12.18,0.62,7.53,81.97,4.6,15.85,1.33,212
71,112,3.57,13.1,9.85,11.18,0.64,7.12,73.15,4.15,7.93,1.47,212
69.5,114.75,3.85,21.03,14.35,10,0.74,7.12,62.8,4.45,9.47,1.47,212
88.5,123,6.3,30.88,21.55,11,0.92,5.73,55.38,9.5,12.82,3.25,205
79,126,9.65,59.68,39.6,10.95,1.28,5.22,31.88,11.93,20.83,8.67,208
84.25,139.5,15.78,69.95,50.03,12.65,1.31,8.7,15.9,11.47,23.25,13.05,210
92.75,160.25,15.88,70.2,50.2,13.78,1.35,9.45,12.12,15.52,22.6,12.88,215
95.25,176.25,10.75,62.82,42.15,12.85,1.2,7.73,15.25,13.17,20.07,10.92,220
87,159,5.57,44.55,28.23,12.2,0.99,9.92,34.98,8.6,14.63,6.67,223
92,140,6.52,50.43,32.1,9.75,0.86,19.45,23.65,5.02,9.02,3.52,226
93.25,132.75,15.53,70.88,50.32,11.32,0.87,40.58,6.33,6.77,12.45,4.75,226
85,138,30.7,67.3,60.75,9.9,0.81,20.4,3.9,6,11.5,3.9,222
100.25,209.75,80.52,66.65,100.93,13.5,0.94,39.47,13.17,10.42,20.57,6.93,221
112,242.5,66.72,59.85,86.1,14.78,0.99,28.12,4.78,14.53,25.15,10,219
117,234.5,58.7,54.88,76.9,12.78,1.01,30.17,3.95,16.93,30.28,12.85,218
123.75,217,147.17,59.3,151.2,12.17,1.3,59.28,4.02,16.35,29.9,11.4,220
154.75,273.25,150.25,67.7,158.2,11.85,1.9,28,4.8,19.55,34.93,17.7,224
144.5,305.5,35.37,53.38,57.18,11.28,1.22,22.17,21.85,19.33,33.75,18.83,222
101,182,4.22,24.27,16.32,15.17,0.56,23.1,50.7,7.95,14.68,4.32,217
99,166.5,4.05,17.42,12.58,18.88,20.95,16.98,61.57,7.12,14.15,2.37,323
86.25,149.5,8.97,12.03,13.65,15.18,0.72,,62.7,5.92,18.55,1.78,323
